dgp,n,rep,method,MASE,RMSSE,sMAPE
D8,24,1,CrostonOptimized,0.9415381448402063,0.6505611670643555,172.37981813836865
D8,24,2,CrostonOptimized,0.848191789015344,0.7130065392241449,176.09092670348696
D8,24,3,CrostonOptimized,1.0947685580463047,0.9506514559299839,175.431207849842
D8,24,4,CrostonOptimized,0.5581166907800102,0.42489598392634437,175.94371401019532
D8,24,5,CrostonOptimized,0.7246020689534571,0.4985664301633056,173.42608287822168
D8,24,6,CrostonOptimized,1.1900136864830377,0.7257803263833874,174.29884174477363
D8,24,7,CrostonOptimized,1.3565321419327843,0.9396820517843605,181.0786085277292
D8,24,8,CrostonOptimized,1.0867750488148842,0.7901957567075483,114.85604590282146
D8,24,9,CrostonOptimized,0.6096111840081061,0.5142904144706144,138.5844410551605
D8,24,10,CrostonOptimized,1.2036670675036716,0.9723557749523372,181.2739959360033
D8,24,11,CrostonOptimized,1.863313257713792,1.4744493748178689,175.487011593472
D8,24,12,CrostonOptimized,0.7724818316580624,0.5400038158406469,190.41186644460862
D8,24,13,CrostonOptimized,0.8318551370175855,0.6900082447948809,161.77124131397494
D8,24,14,CrostonOptimized,2.125656817701601,1.6679529262541264,186.08857910224134
