unique_id,origin,method,MASE,RMSSE,sMAPE,MAPE,SPL,cover60,cover80,width60,width80,denom_ok
M10121,2,Theta,0.8309252783426784,0.8091370417784369,1.0601131107971113,1.052636842725411,0.3356964512578777,0.2777777777777778,0.3888888888888889,0.9410366457444828,1.434303053254404,True
M10121,2,AutoETS,0.5917890711044089,0.5931414928108001,0.7523799367173357,0.7483406569127478,0.23338696963918884,0.2222222222222222,0.5,0.611425845278729,0.9310289688211627,True
M10121,2,AutoARIMA,0.11614275043226943,0.13284116390431988,0.14696871593701674,0.14681445654077901,0.0749049146637783,1.0,1.0,0.907753413007419,1.382252207004621,True
M10121,2,Combination,0.48235869578075447,0.49288683282053114,0.6127152028853252,0.6099258708385339,0.17550784080074622,0.5,0.7777777777777778,0.8200719680102121,1.2491947430267307,True
M10121,2,TimesFM3,0.2423557480783229,0.2660753985326563,0.3067498164724866,0.30596806932598125,0.09688434685794454,0.8888888888888888,1.0,0.9127939966335836,1.42417241741874,True
M1021,0,SeasonalNaive,1.7766843971631205,1.5080054764486774,3.8118655629547886,3.7337974524138824,0.625870549056891,0.1111111111111111,0.4444444444444444,2.3634670828692843,3.5988932067525456,True
M1021,0,Theta,0.9784581028879983,0.8280390006121764,2.077900514121819,2.0546638293127777,0.38561343124624103,0.05555555555555555,0.3333333333333333,1.1701048370642577,1.7900661734729058,True
M1021,0,AutoETS,0.49246651504601896,0.4170387817311922,1.0396301745875032,1.03378320564947,0.16593327423968396,0.5555555555555556,1.0,1.0201139335328329,1.5533455625910149,True
M1021,0,AutoARIMA,0.19455023275880937,0.17559658890484423,0.41064096230837815,0.4096310901051857,0.1125414699682044,0.9444444444444444,1.0,1.2594993195781667,1.9178619317331158,True
M1021,0,Combination,0.5497798502659533,0.46573084102259715,1.1620586347383988,1.1547416260824181,0.19391855580439576,0.4444444444444444,0.8333333333333334,1.1499060300584187,1.7537578892656795,True
M1021,0,TimesFM3,0.16583433399245529,0.18025155101078702,0.35130374113507573,0.35084173725157225,0.10909261468517083,0.7777777777777778,0.9444444444444444,1.1321709382618572,1.7630698923241725,True
M1021,1,SeasonalNaive,1.6719079518670141,1.4676854688221923,3.6446101006148717,3.5674014849420934,0.5875193248705144,0.2222222222222222,0.6666666666666666,2.384450758122586,3.630845420882872,True
M1021,1,Theta,1.3006765469444923,1.1336018039366589,2.819021639766934,2.7733189425099583,0.5366783738102313,0.0,0.0,1.1975233348663108,1.8316914424032393,True
